sport,kpi,eta,I_pred,delta_ratio,acc_abs,acc_rel,acc_improvement,bayes_acc,bayes_gap_pp
football,goalkeeper_long_balls,0.805697368067314,0.00312597836023243,-0.260244585632513,0.543985637342908,0.555655296229802,2.14521452145215,0.467097130215642,8.85581660141601
rugby,tackles,0.8632670619467,0.00126933769943482,-0.16077167358397,0.657243816254417,0.657243816254417,0,0.479028831946668,17.8214984307749
