kpi,n,acc_abs,acc_rel,acc_improvement,auc_abs,auc_rel,auc_improvement,sport,kappa,rho,eta,quadrant,tau,abs_tau,psi,cos_sigma,sigma,sphere_x,sphere_y,sphere_z,eta_from_sigma,eta_sigma_residual,delta_ml_pred,residual
successful_passes_in_middle_third,1114,0.551166965888689,0.535906642728905,-2.76872964169381,0.444473739030805,0.479347316615889,7.84603780217204,football,0.807707367839666,-0.516303154695064,0.660775298998869,Q3,-0.106777727287581,0.106777727287581,-1.80083482586875,-0.513373761875005,2.1099078818225,-0.513373761875005,0.851546829899471,-0.10637376136279,0.660775298998869,0,-0.0691370476327963,4.14497512158582
passes_in_own_third,1114,0.535906642728905,0.546678635547576,2.01005025125628,0.431893341666016,0.487920865557378,12.9725370794646,football,0.938654238861023,-0.196356168693938,0.835940186745427,Q3,-0.0316540451548618,0.0316540451548618,-0.951939138587195,-0.196257837409765,1.76833639726319,-0.196257837409765,0.98004160708009,-0.0316434771653857,0.835940186745427,-1.11022302462516e-16,-0.0359945059146339,5.60950084271967
successful_passes_in_own_third,1114,0.541292639138241,0.552962298025135,2.1558872305141,0.435737442387313,0.512925422493034,17.7143326685043,football,0.981400839334481,-0.130583353599425,0.884503637473288,Q3,-0.00938715004235873,0.00938715004235873,-0.756887585019762,-0.130577600400428,1.70174787265102,-0.130577600400428,0.991393653834883,-0.00938687432461456,0.884503637473288,-1.11022302462516e-16,-0.0258389413628864,4.73978136680274
forward_passes,1114,0.546678635547576,0.553859964093357,1.31362889983579,0.489851053303127,0.540953831731896,10.4323095937379,football,1.05634440600485,0.225333406517784,1.2907369542934,Q1,0.0274071370806815,0.0274071370806815,1.03199207659657,0.225248803271898,1.34359793230298,0.225248803271898,0.973915910874044,0.0274002768409412,1.2907369542934,2.22044604925031e-16,0.0755554372213269,-6.24191482229691
sideways_passes,1114,0.535906642728905,0.533213644524237,-0.502512562814066,0.483484363200792,0.52596476837747,8.78630384144123,football,0.814712192258882,-0.589203603556241,0.630467604834774,Q3,-0.102460183220979,0.102460183220979,-2.01915670134201,-0.586124318412949,2.19706335777412,-0.586124318412948,0.803761925424305,-0.102103137087804,0.630467604834774,0,-0.0743172574628501,6.92921318347094
backward_passes,1114,0.546678635547576,0.547576301615799,0.164203612479473,0.424026117751217,0.44748457151785,5.53231340820291,football,0.869670519559656,-0.298167296246297,0.770747361183746,Q3,-0.0698204261066322,0.0698204261066322,-1.223570146836,-0.297442002868693,1.87280859769805,-0.297442002868693,0.952191767671072,-0.0697071912280243,0.770747361183746,1.11022302462516e-16,-0.0489675647390282,5.06096008638229
forward_passes_in_final_third,1114,0.549371633752244,0.536804308797127,-2.28758169934641,0.454274405645392,0.50598260552561,11.3825914992405,football,0.873691402454656,-0.0390261718566084,0.962521902542331,Q3,-0.0675140260563076,0.0675140260563076,-0.399896553939445,-0.0389373970178515,1.6097435694983,-0.0389373970178514,0.996965170316035,-0.0674116331963055,0.962521902542331,0,-0.00864486471186929,-1.42309522815948
sideways_passes_in_final_third,1114,0.552064631956912,0.551166965888689,-0.162601626016259,0.539664869932037,0.528288805562065,-2.10798682734411,football,0.618081415557145,-0.584393147766732,0.637803376371611,Q3,-0.240567544908859,0.240567544908859,-1.96237270076113,-0.567881320555065,2.17472589788583,-0.567881320555065,0.788542845912625,-0.236031747704951,0.637803376371611,-1.11022302462516e-16,-0.0730784208481085,7.14524045879459
backward_passes_in_final_third,1114,0.549371633752244,0.548473967684022,-0.163398692810456,0.433751920422884,0.45144259563055,4.07852377700567,football,0.67648295467483,-0.339537330821286,0.750100119926051,Q3,-0.195424014015221,0.195424014015221,-1.31649552450188,-0.333155366111108,1.91044447980178,-0.333155366111108,0.922913143282249,-0.192973656202737,0.750100119926051,0,-0.0529185263818775,5.12845394537729
deep_completions,1114,0.543985637342908,0.547576301615799,0.660066006600675,0.534453688513918,0.566876285706846,6.06649329768512,football,0.823409209978248,-0.173147329967635,0.852999651497099,Q3,-0.0971509922030908,0.0971509922030908,-0.883588547022221,-0.172333421525907,1.74399437032346,-0.172333421525907,0.980266263995974,-0.0968464944979949,0.852999651497099,0,-0.0324748714307412,3.90755314967479
long_balls,1114,0.556552962298025,0.587073608617594,5.48387096774195,0.565645913079707,0.602186027133297,6.45989181724017,football,0.910794567313509,0.233333587240065,1.30391556320592,Q2,-0.0467189547758837,0.0467189547758837,1.05321281420248,0.233079174589104,1.33555345536743,0.233079174589104,0.971336506942376,-0.0466849938828899,1.30391556320592,-2.22044604925031e-16,0.0793366973809167,-2.44979877034972
successful_long_balls,1114,0.561041292639138,0.581687612208258,3.67999999999999,0.564024945967763,0.585566231804807,3.81920799621428,football,0.872790398816906,-0.153598947054151,0.867119038538231,Q3,-0.0680299224813535,0.0680299224813535,-0.827056042506646,-0.153244197804464,1.72464674534576,-0.153244197804464,0.985851098028843,-0.0679251673136813,0.86711903853823,1.11022302462516e-16,-0.0295226408392627,6.63226408392625
goalkeeper_long_balls,1114,0.557450628366248,0.555655296229802,-0.322061191626406,0.530489154493139,0.547515819076635,3.20961596279276,football,1.00097391793437,-0.241160841090689,0.805697368067314,Q4,0.000486721991999811,0.000486721991999811,-1.0749684792585,-0.241160812525395,1.81435811608958,-0.241160812525395,0.970485046563743,0.000486721953565277,0.805697368067314,1.11022302462516e-16,-0.0421067532351873,3.88861413189232
goalkeeper_passes,1114,0.541292639138241,0.546678635547576,0.995024875621902,0.454889591958962,0.470858396479442,3.51047920259313,football,0.884855329999944,0.0274961972939264,1.02821931733656,Q2,-0.0611655581316627,0.0611655581316627,0.334411710313579,0.0274448426135982,1.54334803768173,0.0274448426135982,0.997754913065991,-0.0610893940597866,1.02821931733656,0,0.00667419361526966,0.327605514094936
crosses,1114,0.572710951526032,0.567324955116697,-0.940438871473365,0.587623362758118,0.579437153347395,-1.39310482352157,football,0.695934780307832,-0.381879267913184,0.72690723600403,Q3,-0.181249664746353,0.181249664746353,-1.42722347360707,-0.375691354370361,1.95593899152173,-0.375691354370361,0.909236424312085,-0.179290632648607,0.72690723600403,0,-0.0572661172355777,4.7861728520844
successful_crosses,1114,0.549371633752244,0.545780969479354,-0.653594771241824,0.445915683670547,0.457594458766242,2.61905457093638,football,0.714652525636524,-0.212774207495085,0.826578009315917,Q3,-0.167979416272255,0.167979416272255,-0.989674178619418,-0.209807167296415,1.78217406005491,-0.209807167296415,0.963476157730415,-0.166417084567934,0.826578009315917,-1.11022302462516e-16,-0.0379040541901735,3.13681064777552
