sport,kpi,side,window_label,window_n_seasons,n,skewness,kurtosis,sw_W,sw_p,sw_reject,lill_KS,lill_p,lill_reject,verdict
football,long_balls,home,2023/2024+2024/2025,2,1114,0.286156890689233,2.96447348680263,0.99376451637968,0.000130867323592798,1,0.0387387490459966,0,1,NotNormal
football,long_balls,away,2023/2024+2024/2025,2,1114,0.295049576051793,3.17200292995588,0.993428767322072,7.81183128508722e-05,1,0.0542936995011063,0,1,NotNormal
football,long_balls,diff,2023/2024+2024/2025,2,1114,-0.0853451542041224,3.06360201252797,0.99806826146715,0.23091736270134,0,0.0225832375046999,0.209449585971749,0,Normal
football,successful_long_balls,home,2023/2024+2024/2025,2,1114,0.691401301084808,3.91317566920627,0.972835964911246,1.32782673745169e-13,1,0.0705340138519858,0,1,NotNormal
football,successful_long_balls,away,2023/2024+2024/2025,2,1114,0.579793312852153,3.55152870206229,0.979807624366285,2.46301867790066e-11,1,0.0714460001221163,0,1,NotNormal
football,successful_long_balls,diff,2023/2024+2024/2025,2,1114,0.138170599045269,3.29083971461104,0.997451552577674,0.0770842906489853,0,0.0338398979357001,0.005,1,NotNormal
football,goalkeeper_long_balls,home,2023/2024+2024/2025,2,1114,0.476033695259897,2.79675093286935,0.978383585692848,7.77589104217213e-12,1,0.0731640278200937,0,1,NotNormal
football,goalkeeper_long_balls,away,2023/2024+2024/2025,2,1114,0.37565717398244,2.78740469741829,0.983349801172215,5.52675127885038e-10,1,0.0579322279215419,0,1,NotNormal
football,goalkeeper_long_balls,diff,2023/2024+2024/2025,2,1114,0.0715835686072894,2.75588686616594,0.997342610219688,0.063122596896559,0,0.0279731890591643,0.031,1,Close
football,goalkeeper_passes,home,2023/2024+2024/2025,2,1114,1.04143745813656,5.88982583852599,0.952165339394236,0,1,0.0805776165459806,0,1,NotNormal
football,goalkeeper_passes,away,2023/2024+2024/2025,2,1114,0.927310711038355,4.86484166119858,0.958172026379655,0,1,0.0774188626818866,0,1,NotNormal
football,goalkeeper_passes,diff,2023/2024+2024/2025,2,1114,0.0959125286477353,3.89181520227504,0.993712068793572,0.000120646241231204,1,0.0419008035519274,0,1,NotNormal
football,crosses,home,2023/2024+2024/2025,2,1114,0.873748921329725,4.44911207145842,0.958106175663845,0,1,0.0899486614005666,0,1,NotNormal
football,crosses,away,2023/2024+2024/2025,2,1114,0.622800199809842,3.48579203762004,0.972716008835395,1.22346577313692e-13,1,0.0785446483410586,0,1,NotNormal
football,crosses,diff,2023/2024+2024/2025,2,1114,0.242113195217011,3.25639088418014,0.994411783552665,0.000365206229375414,1,0.0368713896160004,0.002,1,NotNormal
football,successful_crosses,home,2023/2024+2024/2025,2,1114,0.899481716867302,4.48407513118598,0.939716607531978,0,1,0.151952910978734,0,1,NotNormal
football,successful_crosses,away,2023/2024+2024/2025,2,1114,0.781215739112801,3.53292475682378,0.932799469192412,0,1,0.157190060670146,0,1,NotNormal
football,successful_crosses,diff,2023/2024+2024/2025,2,1114,0.16812892349036,3.21870569996719,0.988383237555757,1.00692368554256e-07,1,0.0656778200979037,0,1,NotNormal
football,dribbles,home,2023/2024+2024/2025,2,1114,0.520901071358495,3.04014393728698,0.977102365900197,2.87170287549543e-12,1,0.0865961920210616,0,1,NotNormal
football,dribbles,away,2023/2024+2024/2025,2,1114,0.598620297355127,3.27347834121414,0.973480725359444,2.06723527185204e-13,1,0.0852710560442925,0,1,NotNormal
football,dribbles,diff,2023/2024+2024/2025,2,1114,-0.0313243650570862,3.14214668371042,0.996159403165401,0.00724067297552689,1,0.0492554105202006,0,1,NotNormal
football,successful_dribbles,home,2023/2024+2024/2025,2,1114,0.509115945758062,2.9810946673944,0.971554162029126,5.61772850460329e-14,1,0.103156490002571,0,1,NotNormal
football,successful_dribbles,away,2023/2024+2024/2025,2,1114,0.710174831174159,3.65697929444521,0.961717909429835,1.11022302462516e-16,1,0.113419375874468,0,1,NotNormal
football,successful_dribbles,diff,2023/2024+2024/2025,2,1114,-0.115901256116035,3.16172811596883,0.993925853813785,0.000168350114328031,1,0.0596466170634937,0,1,NotNormal
football,carries,home,2023/2024+2024/2025,2,1114,0.322081693090236,2.78923691213618,0.990189580086457,8.86571669078684e-07,1,0.0354004471054057,0.002,1,NotNormal
football,carries,away,2023/2024+2024/2025,2,1114,0.374811718417885,2.88855122260598,0.988166080758377,7.85145464199388e-08,1,0.0423034592668062,0,1,NotNormal
football,carries,diff,2023/2024+2024/2025,2,1114,-0.0268894727412345,2.80525359400799,0.998449702855485,0.42516558644094,0,0.0169482722140468,0.642010771992819,0,Normal
football,carries_into_final_third,home,2023/2024+2024/2025,2,1114,0.547326626414972,3.30718992190542,0.979482126393029,1.88394855271667e-11,1,0.0683910959112208,0,1,NotNormal
football,carries_into_final_third,away,2023/2024+2024/2025,2,1114,0.785468659648803,4.09346721263023,0.963977130702423,5.55111512312578e-16,1,0.088363837985076,0,1,NotNormal
football,carries_into_final_third,diff,2023/2024+2024/2025,2,1114,-0.0794452930556979,3.25337493345786,0.996692144212571,0.0190545694578615,1,0.0417655233581431,0,1,NotNormal
football,carries_into_box,home,2023/2024+2024/2025,2,1114,0.778766461676623,3.79653119878959,0.955503068951026,0,1,0.113884048360645,0,1,NotNormal
football,carries_into_box,away,2023/2024+2024/2025,2,1114,0.940074311704747,4.39469014297615,0.943114046676138,0,1,0.126125996539899,0,1,NotNormal
football,carries_into_box,diff,2023/2024+2024/2025,2,1114,0.0652333367052843,3.627993101826,0.992756622273922,2.87104421694551e-05,1,0.0531517336119127,0,1,NotNormal
football,progressive_carries,home,2023/2024+2024/2025,2,1114,0.600354169102276,3.47094376343894,0.977313839866784,3.37629924018756e-12,1,0.0704792828191225,0,1,NotNormal
football,progressive_carries,away,2023/2024+2024/2025,2,1114,0.855018004922689,4.31857321782046,0.960906395915924,1.11022302462516e-16,1,0.0885977556758787,0,1,NotNormal
football,progressive_carries,diff,2023/2024+2024/2025,2,1114,-0.0582418185640688,3.50332654842968,0.996382076520449,0.0108225676650654,1,0.0324194348515316,0.003,1,NotNormal
football,deep_progressions,home,2023/2024+2024/2025,2,1114,0.810835708230927,3.66082824253265,0.959726132248003,1.11022302462516e-16,1,0.0863960205935749,0,1,NotNormal
football,deep_progressions,away,2023/2024+2024/2025,2,1114,0.934303938890806,4.91755289112778,0.958012264747613,0,1,0.0693671466459361,0,1,NotNormal
football,deep_progressions,diff,2023/2024+2024/2025,2,1114,0.0798186183600621,3.38159164608552,0.995676034517098,0.00307243072025121,1,0.0374382501342002,0,1,NotNormal
football,box_entries,home,2023/2024+2024/2025,2,1114,0.783315039166451,4.27085197797741,0.967258892609178,3.77475828372553e-15,1,0.0864430408785765,0,1,NotNormal
football,box_entries,away,2023/2024+2024/2025,2,1114,0.752956578422809,3.93182181242291,0.966788924601156,2.88657986402541e-15,1,0.0984030269471795,0,1,NotNormal
football,box_entries,diff,2023/2024+2024/2025,2,1114,0.105664687987132,3.53163875026088,0.996107978480613,0.00660273962406965,1,0.0347118896598961,0.002,1,NotNormal
football,tackles,home,2023/2024+2024/2025,2,1114,0.489609481546375,3.49461661170064,0.984624720634499,1.87040349874934e-09,1,0.0589335572994047,0,1,NotNormal
football,tackles,away,2023/2024+2024/2025,2,1114,0.515058518703705,3.24044157989287,0.981425263970767,9.73520153380036e-11,1,0.07357878034137,0,1,NotNormal
football,tackles,diff,2023/2024+2024/2025,2,1114,-0.080526234220881,3.30966424274996,0.996377498611043,0.0107330840153796,1,0.0406778575431052,0,1,NotNormal
football,successful_tackles,home,2023/2024+2024/2025,2,1114,0.414269499105784,3.27754352681726,0.986356791556162,1.084261891382e-08,1,0.0658240973661647,0,1,NotNormal
football,successful_tackles,away,2023/2024+2024/2025,2,1114,0.46350375405298,3.13476683433477,0.983618655292562,7.1124739431383e-10,1,0.0794791208989817,0,1,NotNormal
football,successful_tackles,diff,2023/2024+2024/2025,2,1114,-0.0472992153470898,3.02823631668603,0.997701897922411,0.121448649919456,0,0.0316817174173,0.006,1,NotNormal
football,ball_recoveries,home,2023/2024+2024/2025,2,1114,0.254473013928529,2.96189005153981,0.994175789290043,0.000249975159796634,1,0.0521500235210273,0,1,NotNormal
football,ball_recoveries,away,2023/2024+2024/2025,2,1114,0.222629894902334,2.85921780113818,0.993539808559534,9.25416309478511e-05,1,0.0590010528166896,0,1,NotNormal
