sport,kpi,n,var_home,var_away,mean_home,mean_away,cohens_d_paired,kappa,rho,eta,kappa_abs,quadrant,p_rho,sig_rho
rugby,final_points,283,170.19685236699,94.7884620203995,27.6360424028269,20.8586572438163,0.399733083980417,0.556934283461425,-0.0884903955416105,0.921802028717704,1.79554398013507,Q3,0.137553160794329,0
rugby,carries,283,896.910833771897,743.328672029672,121.936395759717,113.752650176678,0.191040157146521,0.828765406817146,-0.119311757271544,0.893824721307278,1.20661406928225,Q3,0.0449181827762537,1
rugby,metres_made,283,16562.9565696815,9596.56291506904,394.342756183746,342.505300353357,0.319262566645575,0.579399147410407,-0.00806149624447688,0.992289525849996,1.72592590870982,Q3,0.892598178199596,0
rugby,defenders_beaten,283,56.6556649875949,47.829010350099,21.1342756183746,18.6325088339223,0.239622878654207,0.844205259272333,-0.0433957347984566,0.958551642210784,1.18454604376897,Q3,0.467139710544842,0
rugby,clean_breaks,283,9.18840688670025,7.1742475503095,6.08127208480565,4.76325088339223,0.332940303607441,0.780793410519713,0.0425601536230389,1.04409906898945,1.28074851366174,Q2,0.475767215346545,0
rugby,offloads,283,22.7661829937599,15.8195874996867,9.65371024734982,8.26501766784452,0.239193315319284,0.694872192849492,0.128551987818191,1.1447562513383,1.43911356691258,Q2,0.0306192711607307,1
rugby,passes,283,1919.6215572764,1617.35160263639,147.212014134276,136.883392226148,0.162488220367255,0.842536695061463,-0.14289920552267,0.875368206324748,1.18689192513692,Q3,0.0161434764438126,1
rugby,turnovers_conceded,283,14.434228002907,13.3891937949528,13.4098939929329,13.3427561837456,0.0133691643160045,0.927600270153429,0.0936757567858942,1.10327742273993,1.0780505700312,Q2,0.115868313164505,0
rugby,turnovers_won,283,6.08959226123349,6.00090218780543,6.57243816254417,6.30742049469965,0.083114379813379,0.985435794446753,0.1590870396334,1.18917766417384,1.01477945659709,Q2,0.00732903659779895,1
rugby,kicks_from_hand,283,38.3002029922562,43.1588351753001,24.7067137809187,23.9116607773852,0.140374955222892,1.12685656480793,0.607283070019013,2.5393722778852,1.12685656480793,Q1,6.5371167719906e-30,1
rugby,kick_metres,283,42618.7268626419,45146.1499636619,881.222614840989,842.077738515901,0.222825127044355,1.05930311126294,0.648626981661871,2.84380113165015,1.05930311126294,Q1,3.54222859271363e-35,1
rugby,scrums_won,283,5.01112698293361,4.86219081272085,6.23674911660777,6.23674911660777,0,0.970278907175971,-0.130650058051742,0.884458582711105,1.03063149430975,Q3,0.0279794631784919,1
rugby,rucks_won,283,1824.35909580733,1496.82858431697,43.4275618374558,40.2402826855124,0.128303570514055,0.820468178527418,0.818178267756076,5.38183896817112,1.21881631265067,Q2,1.67014659758628e-69,1
rugby,lineout_throws_lost,283,1.8276069468461,2.27862566724306,1.71731448763251,2.03886925795053,-0.160796023474731,1.24678102760294,0.0262557398164393,1.02679617734608,1.24678102760294,Q1,0.660074116539439,0
rugby,lineout_throws_won,283,13.0168408390347,11.9529358694835,12.5017667844523,11.5088339222615,0.179635410030099,0.918267037086238,-0.223808154256659,0.817257263595814,1.08900783716805,Q3,0.000146668348829854,1
rugby,tackles,283,1424.12678244744,1448.15780768363,127.657243816254,133.724381625442,-0.10518231153961,1.01687421761348,-0.158395622736632,0.8632670619467,1.01687421761348,Q4,0.00759173119264585,1
rugby,missed_tackles,283,47.829010350099,56.6034132771972,18.6325088339223,21.13074204947,-0.239362310824272,1.18345357478382,-0.0432363469782904,0.958696050776876,1.18345357478382,Q4,0.468778723826257,0
rugby,penalties_conceded,283,10.8401122722602,10.7922712578002,10.982332155477,12.1272084805654,-0.237752704220478,0.995586667992131,-0.071918868827419,0.932906578246298,1.00443289584901,Q3,0.22779042596473,0
rugby,scrum_pens_conceded,283,2.96524070871864,2.93348871012205,2.45583038869258,2.6113074204947,-0.0603258531034804,0.989291932185054,-0.126076166862636,0.888040837269668,1.01082397163726,Q3,0.0340053168109918,1
rugby,lineout_pens_conceded,283,0.401122722602311,0.534195423902965,0.424028268551237,0.480565371024735,-0.0585330923171914,1.33175059352743,0.00254450668307087,1.00252498119695,1.33175059352743,Q1,0.966007766622416,0
rugby,general_play_pens_conceded,283,2.58183595218405,3.47134300679147,2.59717314487632,3.19787985865724,-0.252990891973553,1.34452500897858,0.0693627485928981,1.07366380996408,1.34452500897858,Q1,0.244789376980103,0
rugby,free_kicks_conceded,283,0.649374733729294,0.607748790817733,0.734982332155477,0.717314487632509,0.0165107293688829,0.935898425439951,0.0891783393694309,1.0978508272783,1.06849202094759,Q2,0.134509023298206,0
rugby,ruck_maul_tackle_pen_con,283,1.85878254767812,2.03413277197203,1.75618374558304,1.86219081272085,-0.054098008962751,1.09433606126384,0.0136614367449129,1.01383640410132,1.09433606126384,Q1,0.819013144573354,0
rugby,red_cards,283,0.0535298097887377,0.0566624063353632,0.0565371024734982,0.0600706713780919,-0.0110195936494413,1.05852059925094,0.0668908060595594,1.07165488666829,1.05852059925094,Q1,0.262052261146703,0
football,goals,1114,1.52240051875904,1.09280157305292,1.45691202872531,1.10682226211849,0.210812159063709,0.717814766605372,-0.0552891546399032,0.948282497666246,1.39311706379226,Q3,0.065080384995094,0
football,np_goals,1114,1.44127586334829,1.01535468697828,1.37881508078995,1.05924596050269,0.198036713889839,0.704483237941323,-0.060903990735623,0.943412566065132,1.41948018936867,Q3,0.0421156843144518,1
football,xg,1114,0.531027054797252,0.418487909740237,1.32126651606822,1.05302887630162,0.256624847097722,0.78807267155158,-0.151711348995017,0.869080054250627,1.26891850980084,Q3,3.62996762846966e-07,1
