scenario,kappa,rho,delta_ratio,delta,sigma_a,eta,var_x,Ixy,bayes_acc,quadrant,kappa_hat_mean,rho_hat_mean,eta_hat_mean,acc_A_mean,acc_A_std,acc_R_mean,acc_R_std,acc_AB_mean,acc_AB_std,acc_impr_pct_mean,acc_impr_pct_std
,0.8,0.4,2,2,1,1.65981493953075,1.08445824720007,0.345831280644699,0.831540450565422,Q2,0.794439051696352,0.402317170935201,1.66603826723486,0.91342,0.0033770534191686,0.920656,0.00354908208886035,0.920716,0.00351233162861764,0.792419943367022,0.244444056430766
,1,-0.3,0.3,0.3,1,0.769230769230769,2.6,0.00396625015330798,0.537058567351103,boundary,1.00329167025109,-0.301559195807536,0.768396737186165,0.697212,0.00578392000396313,0.752192,0.00522020564142598,0.751792,0.00530428552191143,7.89048398788656,0.903146828044142
,1,-0.3,0.5,0.5,1,0.769230769230769,2.6,0.0109789593028801,0.561606455831726,boundary,1.00655719208813,-0.3007343915562,0.768901163432794,0.703212,0.00721725935886062,0.75728,0.00600489596164697,0.757264,0.00577389480545756,7.69489751682182,0.931486962812239
,1,-0.3,1,1,1,0.769230769230769,2.6,0.0432051507570193,0.621752538893174,boundary,1.00407197225488,-0.302524819990428,0.767842171155939,0.733072,0.00619950755121332,0.777952,0.00546193656319882,0.778144,0.00578231505081994,6.12665213032089,0.847841623569106
,1,-0.3,2,2,1,0.769230769230769,2.6,0.162041404932218,0.732428273801125,boundary,1.00329919776666,-0.299238442318867,0.769764225303111,0.823876,0.00471971808220684,0.84534,0.00513908591888019,0.84526,0.0051601692742366,2.60593491889693,0.434561028391849
,1,-0.15,0.3,0.3,1,0.869565217391304,2.3,0.00448243805670967,0.539393972707632,boundary,0.996215375646374,-0.14971685886031,0.869918664905329,0.685864,0.0077060739362015,0.75412,0.00551924277562843,0.753808,0.00518867841299395,9.96123188821891,1.11195406190373
,1,-0.15,0.5,0.5,1,0.869565217391304,2.3,0.0124021745951191,0.565467054755981,boundary,1.00087003044692,-0.15135763760798,0.868698423591329,0.695228,0.00655164849172966,0.759296,0.0050931310285,0.758996,0.00513912404193237,9.22219245464126,0.99766994063252
,1,-0.15,1,1,1,0.869565217391304,2.3,0.0487026459194421,0.629182984175769,boundary,1.00005549682606,-0.14730811668948,0.871742079370883,0.729276,0.00644232053514501,0.781528,0.00558127481597426,0.781432,0.00537619241638162,7.16859758529627,0.702961838411345
,1,-0.15,2,2,1,0.869565217391304,2.3,0.181162472558799,0.745174261032996,boundary,1.00227278613372,-0.155551614676654,0.865570175291669,0.832728,0.00520059023337835,0.855412,0.00499410427914961,0.855592,0.00492639040768996,2.72518126079429,0.42705071592077
,1,0,0.3,0.3,1,1,2,0.00515308656906233,0.542235013311614,boundary,1.00402850291504,-0.00185135473390004,0.998352155606491,0.672012,0.00778364690769523,0.753312,0.00585876771887002,0.753468,0.00581702076773368,12.1070861217178,1.0737723528253
,1,0,0.5,0.5,1,1,2,0.0142493248191613,0.570158102400667,boundary,1.00195390861867,-0.000457125731263431,0.999722255127215,0.682188,0.00657222479648332,0.760768,0.00611339913465429,0.76064,0.00615778916064352,11.5249284402534,1.01622126782933
,1,0,1,1,1,1,2,0.0558026801021783,0.638163195084118,boundary,0.996804468500712,0.00328883629119398,1.00341783452136,0.728164,0.00649881496261952,0.786132,0.00564263797042714,0.785624,0.00558228100551108,7.96580508474407,0.876091514915924
,1,0,2,2,1,1,2,0.205375607382526,0.760249938906523,boundary,1.00081869109664,-0.000229821482597921,0.999951833179976,0.844732,0.0052730520148222,0.866888,0.00415243425042248,0.86698,0.00431329222241183,2.62481643823685,0.494438947983024
,1,0.4,0.3,0.3,1,1.66666666666667,1.2,0.00857386928547621,0.554457189891392,boundary,1.00244345335047,0.398493135364257,1.66295864375913,0.63942,0.00743420116345902,0.755,0.00517545226259976,0.755236,0.00501079487767385,18.0888982454526,1.39196643251449
