sport,kpi,n,var_home,var_away,mean_home,mean_away,cohens_d_paired,kappa,rho,eta,kappa_abs,quadrant,p_rho,sig_rho,tau,abs_tau,psi,cos_sigma,sigma,sphere_x,sphere_y,sphere_z,eta_from_sigma,eta_sigma_residual
football,op_shots,1114,17.3814669460481,14.3572339948479,9.95332136445242,7.93716337522442,0.329370577816217,0.826008186732029,-0.181391603839541,0.84705113434666,1.21064175399561,Q3,1.07336400320143e-09,1,-0.0955752971062097,0.0955752971062097,-0.907388399643481,-0.180566272154645,1.75235848327465,-0.180566272154645,0.978936425461709,-0.0952853412882888,0.84705113434666,0
football,passes,1114,16458.0275292326,13802.3793949747,500.87881508079,459.790843806104,0.184097390585555,0.838641165866262,-0.648614522247431,0.607492097224751,1.19240509612602,Q3,5.49917079537158e-134,1,-0.0879861783259906,0.0879861783259906,-2.21857783245475,-0.646111948728832,2.27327558772204,-0.646111948728832,0.758180428486803,-0.087759828904796,0.607492097224751,0
football,successful_passes,1114,17582.5641859467,14393.5080306029,397.477558348294,358.335727109515,0.177329444880682,0.818623943492114,-0.526309957953207,0.65630323491256,1.22156212012828,Q3,2.17122445558563e-80,1,-0.10006523301655,0.10006523301655,-1.83057939515075,-0.5236859226105,2.1219682025403,-0.523685922610499,0.846053465865234,-0.0997325792156948,0.65630323491256,1.11022302462516e-16
football,op_passes,1114,16494.5761806365,13554.0360744006,450.687612208259,410.797127468582,0.181959686115326,0.821726846811142,-0.602315856563399,0.625224733416656,1.21694940828656,Q3,6.04679330853997e-111,1,-0.0981736211501729,0.0981736211501729,-2.06158179544215,-0.599424889247926,2.21357874078204,-0.599424889247926,0.794426418152325,-0.0978594312868134,0.625224733416656,0
football,successful_op_passes,1114,16632.8455449793,13326.0791914069,360.662477558348,323.37881508079,0.176074067742485,0.801190581333179,-0.499702816104937,0.668159090833742,1.2481424810761,Q3,2.03521409510144e-71,1,-0.110828215479774,0.110828215479774,-1.75328641087008,-0.4966495460717,2.0905306329246,-0.496649546071699,0.86090430308725,-0.110376670146514,0.668159090833742,0
football,passes_inside_box,1114,19.687031507837,14.5475690428605,7.9245960502693,6.33303411131059,0.247995228119543,0.738941726032663,-0.205409750485365,0.831198639952848,1.3532866865821,Q3,4.44897001856661e-12,1,-0.151268108154355,0.151268108154355,-0.971021310468097,-0.203081853041444,1.77530066627451,-0.203081853041444,0.967584779866969,-0.150124797202338,0.831198639952848,0
football,successful_passes_inside_box,1114,4.87071592296686,3.67130501128333,2.745960502693,2.17684021543986,0.185228841221877,0.753750592181336,-0.106225415721332,0.904835678713602,1.32669879184575,Q3,0.000383013487222754,1,-0.141346872647085,0.141346872647085,-0.672898902173314,-0.105173042492856,1.6761642337849,-0.105173042492856,0.984491145929441,-0.140413014779015,0.904835678713602,0
football,passes_into_box,1114,98.7687836423144,75.6359597122952,30.1247755834829,24.5574506283662,0.346241687216687,0.765788105543616,-0.486737225712749,0.674565088756621,1.30584425738778,Q3,2.51989880850007e-67,1,-0.133424886062941,0.133424886062941,-1.71348913251846,-0.482436634607389,2.07423068091428,-0.482436634607389,0.865830156837278,-0.132638731522251,0.674565088756621,0
football,successful_passes_into_box,1114,22.137935706785,16.7174940841145,10.5296229802513,8.36624775583483,0.298743510442675,0.755151442552558,-0.353083507048956,0.740943297156783,1.32423768750253,Q3,4.74577532384434e-34,1,-0.140418481842749,0.140418481842749,-1.35931283369744,-0.349630941851142,1.92797348208972,-0.349630941851142,0.926443290560122,-0.1395028095646,0.740943297156783,1.11022302462516e-16
football,op_passes_into_box,1114,69.5919813337077,48.6282210726505,21.9470377019749,17.7307001795332,0.320180092481394,0.698761842107474,-0.47438395283786,0.681725613357175,1.43110275882265,Q3,1.38219454217041e-63,1,-0.179222653548273,0.179222653548273,-1.67046569084744,-0.466865818749973,2.0565396372673,-0.466865818749973,0.866366587001718,-0.177328069436038,0.681725613357175,0
football,successful_op_passes_into_box,1114,17.5298076752465,12.4780648481065,7.98294434470377,6.22800718132855,0.279355822687867,0.711819837346336,-0.319704392069668,0.760374458592016,1.40484986162791,Q3,6.84871344693353e-28,1,-0.169965218512228,0.169965218512228,-1.26967625171103,-0.315141492063921,1.89140206609034,-0.315141492063921,0.933994134505545,-0.168347250316015,0.760374458592016,0
football,passes_into_final_third,1114,139.122807654277,124.869353696561,53.4497307001795,49.1418312387792,0.238145479158643,0.897547683244465,-0.239875211790144,0.806760444248755,1.11414693466222,Q3,4.81720778384644e-16,1,-0.0540445155339024,0.0540445155339024,-1.07057695716484,-0.239525322701198,1.81267323893141,-0.239525322701198,0.969387687226262,-0.0539919590217414,0.806760444248755,-1.11022302462516e-16
football,successful_passes_into_final_third,1114,116.259208537587,84.7862877273805,29.4991023339318,24.9012567324955,0.262487882819651,0.729286641410165,-0.532713372601124,0.655245582877065,1.37120295809392,Q3,1.13749220845756e-82,1,-0.157844213081044,0.157844213081044,-1.8377246792316,-0.526145350891465,2.12485772589516,-0.526145350891465,0.835861434556669,-0.156546261393125,0.655245582877065,0
football,op_passes_into_final_third,1114,144.379458690424,125.22587794645,47.8671454219031,43.0825852782765,0.241251723360766,0.867338602612142,-0.460026019681861,0.685465019467908,1.15295225761695,Q3,1.98771225672465e-59,1,-0.0711629166662216,0.0711629166662216,-1.6485676914218,-0.458863649637803,2.04751215825313,-0.458863649637803,0.885661921134326,-0.0710430326895633,0.685465019467908,1.11022302462516e-16
football,successful_op_passes_into_final_third,1114,127.790322788781,89.8995105985893,27.2289048473968,22.6903052064632,0.249213207847408,0.703492319580254,-0.531689882722062,0.656351540546359,1.42147962695124,Q3,2.65329475174624e-82,1,-0.175849159964146,0.175849159964146,-1.83025408321645,-0.523573783597097,2.12183657561817,-0.523573783597097,0.834010825844847,-0.174058712805237,0.656351540546359,1.11022302462516e-16
