gene_id,correlation,kappa,pef,normal_var,tumor_var,diff_var,var_reduction,mean_normal,mean_early_neoplasia,mean_difference
APRT,0.7150086593156346,0.9856185779002741,3.5086476510053712,431.2534126842788,425.0513753245189,244.0555088976894,0.714989905095355,91.78257100142856,88.0248873747619,-3.7576836266666658
CRYAB,0.2833373029578746,0.3541251988967335,1.3316128229150817,193.29022071445175,68.44893785529874,196.5580039975642,0.24903096246034673,46.74363340238095,35.906097760952385,-10.837535641428572
RPS9,0.8086639257768237,0.700970274856135,4.903638311008844,1551.6144088083254,1087.6355786131112,538.2228092753548,0.7960697880683891,92.61709539666666,87.13957717761905,-5.477518219047619
DUSP23,0.650025397319099,0.7479142233828507,2.802924036924524,278.1549573365784,208.03604889647698,173.45850255953522,0.643229717671108,55.263579853809524,57.68774828095237,2.4241684271428574
PLP2,0.785451406976939,1.0494570881764191,4.6559849251564245,295.000805710393,309.5906865705266,129.85254505750083,0.785222672307857,49.847108198571426,47.350822639523805,-2.496285559047618
TCF25,0.5150034163955084,0.5845694918398294,1.9880286024574436,314.6045109749351,183.90819911113587,250.75731278204395,0.4969891284441889,72.31936403,71.74984088428572,-0.5695231457142863
NBEAL2,0.5022630218123699,1.564541010165956,1.9605628983672458,145.71732152202335,227.98072541274382,190.607527688085,0.4899424033614028,56.31136270095238,63.98252124238095,7.671158541428572
CD52,0.49908600153771143,0.760252355655173,1.9779856129754112,213.76354028762398,162.51423505685563,190.2328171024757,0.49443514986151144,39.69020671619049,38.11992069619047,-1.5702860200000002
NEAT1,0.8512424258982173,0.7517025016738,6.355155444745644,598.0214076436044,449.5341881801848,164.83555830092138,0.8426474366056954,64.04991693190475,66.15125724238095,2.101340310476188
IMPDH2,0.6792955073931074,0.41801986713071015,2.627762061223093,475.50534850252285,198.77068260096664,256.59706449588055,0.6194480410701453,58.02911188428571,45.402958827142854,-12.626153057142854
SPHK1,0.1093695163101132,0.9408092318578674,1.122735970127014,183.14734657967307,172.30671445242882,316.5963062463294,0.10931864070688777,50.25895540666668,49.90564599523809,-0.3533094114285719
CLEC3B,0.24652643932389068,0.9805390577560326,1.3271656190893983,182.48361000519824,178.9323070104164,272.32163930195173,0.246514537736349,46.214514092857144,38.31715856952381,-7.897355523333333
C11orf2,0.494562818418521,0.7631881362178162,1.9610990066339145,396.5703379307835,302.65777708466425,356.5491148841194,0.4900818384909447,86.44125567523808,83.29953463333332,-3.141721041904763
VPS4A,0.6697534542561966,0.74201752642947,2.961806930346144,225.4189249675911,167.26479311484226,132.58248336819872,0.6623682692635435,59.958573339999994,57.83606452190476,-2.1225088180952376
PSMD13,0.7316032718519412,0.7450582668203938,3.619958515130048,252.98377344967793,188.48765178010018,121.95482997514912,0.7237537403203984,65.70666908999999,71.01056656714286,5.303897477142858
EML3,-0.016280557148329853,2.4065301713081957,0.9853886537760383,84.41150032463405,203.1388223366234,291.81411979867653,-0.014828003314195428,64.86351895238096,72.75932108571429,7.895802133333334
PHLDB1,0.6239162750793829,0.7211271218873478,2.6019429621821946,375.1720775694895,270.54676051018276,248.16794505676702,0.6156718211988315,82.01915419523809,82.12888288333333,0.10972868809523817
ATP5I,0.7725976422031585,0.6357303380741792,4.051801863133101,329.5532906714782,209.5070248920371,133.04212144931506,0.7531962238581088,59.096545079047615,54.33297635857143,-4.763568720476191
FADS2,0.48690285589948346,2.6086925539909744,1.7725682286842313,119.25999834502144,311.1126696716334,242.79610852334775,0.4358468216807117,30.33528101619047,35.22316990571428,4.8878888895238095
